institutionId,institution,ntaType,ntaParticipationStatus,collegeInventoryStatus,programmeInventoryStatus,collegeCount,programmeCount,requiredNextDocuments,lastVerified,sourceUrl
"private-084","RENAISSANCE UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-085","REVA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-086","RISHIHOOD UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-087","RNB GLOBAL UNIVERSITY, BIKANER ( RAJASTHAN)","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-088","SAGE UNIVERSITY, INDORE","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-089","SANSKRITI UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-090","SANT BABA BHAG SINGH UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-091","SARDAR BHAGWAN SINGH UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-092","SAROJ INTERNATIONAL UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-093","SCHOOL OF MANAGEMENT SCIENCES(SMS)","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-094","SHARDA UNIVERSITY (AGRA)","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-095","SHARDA UNIVERSITY NOIDA","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-096","SHOOLINI UNIVERSITY OF BIOTECHNOLOGY AND MANAGEMENT SCIENCES","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-097","SHREE GURU GOBIND SINGH TRICENTENARY (SGT) UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-098","SIKKIM GLOBAL TECHNICAL UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-099","SIKKIM MANIPAL UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-100","SINGHANIA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-101","SIR PADAMPAT SINGHANIA UNIVERSITY, UDAIPUR","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-102","SISTER NIVEDITA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-103","SRM UNIVERSITY - AP","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-104","SRM UNIVERSITY DELHI NCR SONEPAT","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-105","SUNBEAM COLLEGE FOR WOMEN","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-106","SURESH GYAN VIHAR UNIVERSITY JAIPUR","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-107","SUSHANT UNIVERSITY(GURUGRAM)","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-108","SWAMI RAMA HIMALAYAN UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-109","SWAMI VIVEKANAND SUBHARTI UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-110","TECHNO INDIA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-111","TEERTHANKER MAHAVEER UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-112","THE NEOTIA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-113","UNITED UNIVERSITY, PRAYAGRAJ","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-114","UNIVERSITY OF ENGINEERING & MANAGEMENT, JAIPUR","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-115","UPES - DEHRADUN","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-116","USHA MARTIN UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-117","VIDYA UNIVERSITY, MEERUT","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-118","VISHWA VISHWANI INSTITUTE OF SYSTEMS AND MANAGEMENT, HYDERABAD","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-119","VIVEKANANDA GLOBAL UNIVERSITY, JAIPUR, RAJASTHAN","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-120","WORLD UNIVERSITY OF DESIGN","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"othergovernment-001","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE","Other Government Institution","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/other-government-institutions/"
"othergovernment-002","GOVT. COLLEGE FOR WOMEN, PARADE GROUND, JAMMU","Other Government Institution","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/other-government-institutions/"
"othergovernment-003","INDIAN COUNCIL OF AGRICULTURAL RESEARCH (ICAR)","Other Government Institution","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/other-government-institutions/"
"othergovernment-004","INDIAN INSTITUTE OF TOURISM & TRAVEL MANAGEMENT UNIVERSITY","Other Government Institution","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/other-government-institutions/"
"othergovernment-005","NATIONAL FORENSIC SCIENCES UNIVERSITY (NFSU)","Other Government Institution","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/other-government-institutions/"
"othergovernment-006","NATIONAL INSTITUTE OF FOOD TECHNOLOGY ENTREPRENEURSHIP AND MANAGEMENT, KUNDLI, (NIFTEM-K)","Other Government Institution","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/other-government-institutions/"
"othergovernment-007","RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY","Other Government Institution","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/other-government-institutions/"
