parentInstitution,neededDocument,neededFields,currentStatus,suggestedOfficialRoute,doNotInfer
"ITM SKILLS UNIVERSITY, NAVI MUMBAI",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"ITM UNIVERSITY, RAIPUR",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"ITM VOCATIONAL UNIVERSITY, VADODARA",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"JAGAN NATH UNIVERSITY, JAIPUR",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
JAGANATH UNIVERSITY(DELHI NCR),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
JAIPUR NATIONAL UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
JECRC UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"JIS UNIVERSITY, KOLKATA",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
K.R. MANGALAM UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
KALINGA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
KARNAVATI UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
LOVELY PROFESSIONAL UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
MADHAV UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
MAHATMA JYOTI RAO PHOOLE UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
MAHINDRA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"MANAV RACHNA UNIVERSITY, FARIDABAD",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"MANGALAYATAN UNIVERSITY, ALIGARH",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"MANGALAYATAN UNIVERSITY, JABALPUR",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
MANIPAL UNIVERSITY JAIPUR,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"MATS UNIVERSITY, RAIPUR",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"MEWAR UNIVERSITY, CHITTORGARH (RAJASTHAN)",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
MNR UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
MODY UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"NIIT UNIVERSITY, RAJASTHAN",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
NOIDA INTERNATIONAL UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"OM STERLING GLOBAL UNIVERSITY, HISAR, HARYANA",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
PEARL ACADEMY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
POORNIMA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
R V UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
RABINDRANATH TAGORE UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
RAKSHPAL BAHADUR MANAGEMENT INSTITUTE,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
RAMA UNIVERSITY UTTAR PRADESH KANPUR,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
RAMAIAH UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
RENAISSANCE UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
REVA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
RISHIHOOD UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"RNB GLOBAL UNIVERSITY, BIKANER ( RAJASTHAN)",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"SAGE UNIVERSITY, INDORE",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SANSKRITI UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SANT BABA BHAG SINGH UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SARDAR BHAGWAN SINGH UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SAROJ INTERNATIONAL UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SCHOOL OF MANAGEMENT SCIENCES(SMS),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SHARDA UNIVERSITY (AGRA),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SHARDA UNIVERSITY NOIDA,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SHOOLINI UNIVERSITY OF BIOTECHNOLOGY AND MANAGEMENT SCIENCES,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SHREE GURU GOBIND SINGH TRICENTENARY (SGT) UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SIKKIM GLOBAL TECHNICAL UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SIKKIM MANIPAL UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SINGHANIA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"SIR PADAMPAT SINGHANIA UNIVERSITY, UDAIPUR",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SISTER NIVEDITA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SRM UNIVERSITY - AP,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SRM UNIVERSITY DELHI NCR SONEPAT,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SUNBEAM COLLEGE FOR WOMEN,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SURESH GYAN VIHAR UNIVERSITY JAIPUR,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SUSHANT UNIVERSITY(GURUGRAM),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SWAMI RAMA HIMALAYAN UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SWAMI VIVEKANAND SUBHARTI UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
TECHNO INDIA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
TEERTHANKER MAHAVEER UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
THE NEOTIA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"UNITED UNIVERSITY, PRAYAGRAJ",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"UNIVERSITY OF ENGINEERING & MANAGEMENT, JAIPUR",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
UPES - DEHRADUN,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
USHA MARTIN UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"VIDYA UNIVERSITY, MEERUT",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"VISHWA VISHWANI INSTITUTE OF SYSTEMS AND MANAGEMENT, HYDERABAD",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"VIVEKANANDA GLOBAL UNIVERSITY, JAIPUR, RAJASTHAN",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
WORLD UNIVERSITY OF DESIGN,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"GOVT. COLLEGE FOR WOMEN, PARADE GROUND, JAMMU",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
INDIAN COUNCIL OF AGRICULTURAL RESEARCH (ICAR),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
INDIAN INSTITUTE OF TOURISM & TRAVEL MANAGEMENT UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
NATIONAL FORENSIC SCIENCES UNIVERSITY (NFSU),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"NATIONAL INSTITUTE OF FOOD TECHNOLOGY ENTREPRENEURSHIP AND MANAGEMENT, KUNDLI, (NIFTEM-K)",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
